"","Property_ID","Listing_Title","Listing_Type","Created","Scraped","Airbnb_PID","Airbnb_HID","HomeAway_PID","HomeAway_HID","winner","Permit","ETBL_ID","n_reserved","n_available","revenue","FREH","ML","LFRML","geometry","GH","Legal","n_diff"
"757","ab-33447702","Amazing Plateau Loft Steps Away From Mount-Royal","Entire home/apt",2019-04-15,2019-05-24,33447702,487327,NA,NA,24661423,FALSE,NA,11,21,937,FALSE,TRUE,FALSE,c(610491.240243776, 5041875.21972023),FALSE,FALSE,15
"758","ab-33451583","Fantastic condo with private ROOFTOP terrace.","Entire home/apt",2019-03-31,2019-05-20,33451583,103615195,NA,NA,24661841,FALSE,NA,27,59,2450,FALSE,TRUE,FALSE,c(611347.700536646, 5042432.69539857),FALSE,FALSE,30
"759","ab-33452105","Spacious & Bright 2broom w parking-McGill & DT Mtl","Entire home/apt",2019-04-08,2019-05-20,33452105,232270465,NA,NA,24661278,FALSE,NA,19,30,1594,FALSE,TRUE,FALSE,c(611012.813720866, 5040434.16495143),FALSE,FALSE,22
"760","ab-33452418","Central Duplex near McGill, Downtown & Old MTL","Entire home/apt",2019-04-08,2019-05-20,33452418,232270465,NA,NA,24661278,FALSE,NA,5,25,533,FALSE,TRUE,TRUE,c(611120.676856881, 5040388.2882199),FALSE,TRUE,22
"761","ab-33455860","Enjoy the summer on a beautiful Rooftop terrace","Entire home/apt",2019-04-07,2019-05-23,33455860,103615195,NA,NA,24661898,FALSE,NA,22,26,2405,FALSE,TRUE,FALSE,c(611375.493132041, 5042671.01184606),FALSE,FALSE,23
"762","ab-33474462","Awesome Balcony Views of Montreal and Plateau Area","Entire home/apt",2019-04-08,2019-05-21,33474462,252209907,NA,NA,24661279,FALSE,NA,26,28,702,FALSE,TRUE,FALSE,c(611369.603530524, 5040319.35584214),FALSE,FALSE,22
"763","ab-33495584","Stunning downtown apt","Shared room",2019-04-08,2019-04-28,33495584,50808591,NA,NA,24663350,FALSE,NA,13,30,476,FALSE,FALSE,FALSE,c(611807.663932398, 5041169.52928804),FALSE,TRUE,22
"764","ab-33497632","Montreal Apartment in the Sky with amazing views!","Entire home/apt",2019-04-02,2019-05-22,33497632,252209907,NA,NA,24661944,FALSE,NA,11,44,328,FALSE,TRUE,FALSE,c(611126.003424978, 5040705.1076108),FALSE,FALSE,28
"765","ab-33512918","Big and bright room in the mile end!","Private room",2019-04-15,2019-05-22,33512918,87948796,NA,NA,24661394,FALSE,NA,21,30,548,FALSE,FALSE,FALSE,c(608715.443890781, 5041927.52533124),FALSE,TRUE,15
"766","ab-33517325","bel appartement situé sur  sherbrooke","Private room",2019-04-15,2019-04-19,33517325,252572469,NA,NA,24661425,FALSE,NA,12,30,720,FALSE,FALSE,FALSE,c(610376.240164567, 5041973.21244993),FALSE,TRUE,15
"767","ab-33521738","Sunny Beautiful Across from Parc Lafontaine","Private room",2019-04-07,2019-05-23,33521738,231849072,NA,NA,24661882,FALSE,NA,1,26,24,FALSE,FALSE,FALSE,c(612225.120851087, 5042552.80628738),FALSE,TRUE,23
"768","ab-33528956","Cozy studio near ParcLaFontaine Central and balcon","Entire home/apt",2019-04-15,2019-05-24,33528956,24743257,NA,NA,24661849,FALSE,NA,21,30,989,FALSE,TRUE,FALSE,c(612055.684184549, 5041849.64063472),FALSE,FALSE,15
"769","ab-33542818","Perfect apartment - Plateau MontRoyal","Entire home/apt",2019-04-15,2019-05-24,33542818,175068062,NA,NA,24663346,FALSE,NA,0,20,0,FALSE,TRUE,TRUE,c(611575.405686736, 5041488.78696746),FALSE,TRUE,15
"770","ab-33551006","Modern & Elegant Studio in DOWNTOWN Montreal","Entire home/apt",2019-04-07,2019-05-23,33551006,252809346,NA,NA,24661283,FALSE,NA,24,27,910,FALSE,FALSE,FALSE,c(611559.133425667, 5040031.5582931),FALSE,TRUE,23
"771","ab-33580877","Bright Studio in the Mile End near Petite-Italie.","Entire home/apt",2019-04-15,2019-05-24,33580877,252659679,NA,NA,24661375,FALSE,NA,20,30,624,FALSE,FALSE,FALSE,c(609395.870596164, 5042419.44574569),FALSE,TRUE,15
"772","ab-33586501","Heart of Montreal. (Quartier-des-spectacles)","Entire home/apt",2019-04-15,2019-05-16,33586501,250718799,NA,NA,24661262,FALSE,NA,0,24,0,FALSE,TRUE,TRUE,c(611807.841045087, 5040852.80596954),FALSE,TRUE,15
"773","ab-33586909","JAY OPEN ALL DAY","Entire home/apt",2019-04-06,2019-05-23,33586909,253085586,NA,NA,24661378,FALSE,NA,10,28,484,FALSE,TRUE,TRUE,c(609466.28153475, 5042189.52257659),FALSE,TRUE,24
"774","ab-33587329","Beautiful mountain view","Entire home/apt",2019-04-06,2019-05-23,33587329,253086972,NA,NA,24661378,FALSE,NA,20,30,855,FALSE,TRUE,TRUE,c(609379.94794809, 5042168.01218097),FALSE,TRUE,24
"775","ab-33588242","DOWNTOWN 3BR Modern & Cozy near Plateau & Mt Royal","Entire home/apt",2019-04-15,2019-05-24,33588242,186625034,NA,NA,24661283,FALSE,NA,22,29,2266,FALSE,TRUE,FALSE,c(611466.371412075, 5040106.59033063),FALSE,FALSE,15
"776","ab-33606392","PLATEAU 9 BEDROOMS","Entire home/apt",2019-04-15,2019-05-24,33606392,229505184,NA,NA,24661945,FALSE,NA,0,26,0,FALSE,TRUE,FALSE,c(610900.844310747, 5041286.78568089),FALSE,FALSE,15
"777","ab-33614831","Quartier des spectacles - Two Floors","Entire home/apt",2019-04-15,2019-05-24,33614831,244166515,NA,NA,24663347,TRUE,378072850,5,17,550,FALSE,TRUE,TRUE,c(611527.74708593, 5041005.62641366),FALSE,TRUE,15
"778","ab-33618283","Modern Condo in the Heart of Downtown Montreal","Entire home/apt",2019-04-15,2019-05-24,33618283,247524877,NA,NA,24661881,FALSE,NA,17,30,2628,FALSE,TRUE,TRUE,c(612244.687790349, 5042594.27570226),FALSE,TRUE,15
"779","ab-33618302","RENOVATED - Stylish 4BR - Heart of Downtown","Entire home/apt",2019-04-25,2019-05-23,33618302,253314456,NA,NA,24661272,FALSE,NA,0,7,0,FALSE,TRUE,TRUE,c(611543.471198423, 5040604.71991053),FALSE,TRUE,5
"780","ab-33619036","Sunny Plateau 1Bdrm Apartment","Entire home/apt",2019-04-06,2019-05-23,33619036,33109034,NA,NA,24662028,FALSE,NA,29,30,1117,FALSE,FALSE,FALSE,c(611073.475553119, 5043801.42258052),FALSE,TRUE,24
"781","ab-33635287","Greatest location in Montreal in Stylish condo","Entire home/apt",2019-04-07,2019-05-23,33635287,103615195,NA,NA,24661899,FALSE,NA,19,27,1531,FALSE,TRUE,FALSE,c(611342.755906902, 5042667.09629919),FALSE,FALSE,23
"782","ab-33641613","Heart of Plateau, Spacious & Private","Entire home/apt",2019-04-15,2019-05-24,33641613,253528368,NA,NA,24661833,FALSE,NA,7,21,441,FALSE,FALSE,FALSE,c(610433.015779876, 5042430.96257792),FALSE,TRUE,15
"783","ab-33648028","Luminous and Charming Studio , Plateau Mont-Royal","Entire home/apt",2019-04-19,2019-04-26,33648028,253587460,NA,NA,24661442,FALSE,NA,3,30,303,FALSE,FALSE,FALSE,c(610055.203779623, 5042727.70685766),FALSE,TRUE,11
"784","ab-33662997","Chambre en plein coeur du centre-ville Montréal","Private room",2019-04-07,2019-05-24,33662997,138853073,NA,NA,24663349,FALSE,NA,30,30,628,FALSE,FALSE,FALSE,c(611683.043269119, 5040928.37488983),FALSE,TRUE,23
"785","ab-33663810","Charming, bright room in the heart of Mile-End","Private room",2019-04-11,2019-04-11,33663810,108462661,NA,NA,24661367,FALSE,NA,0,24,0,FALSE,FALSE,FALSE,c(608752.545260591, 5042040.41047911),FALSE,TRUE,19
"786","ab-33676337","Cute Studio","Entire home/apt",2019-04-08,2019-05-13,33676337,253086972,NA,NA,24661379,FALSE,NA,22,30,915,FALSE,TRUE,FALSE,c(609528.304425295, 5042171.71358738),FALSE,FALSE,22
"787","ab-33676985","Bright Sunny Studio","Entire home/apt",2019-04-09,2019-05-18,33676985,253085586,NA,NA,24661375,FALSE,NA,19,28,865,FALSE,TRUE,FALSE,c(609349.501401241, 5042390.85402967),FALSE,FALSE,21
"788","ab-33681422","Studio apartment in the heart of everything","Entire home/apt",2019-04-09,2019-05-22,33681422,59529343,NA,NA,24663249,FALSE,NA,25,25,886,FALSE,FALSE,FALSE,c(611302.100937287, 5040732.67899951),FALSE,TRUE,21
"789","ab-33692594","Chambre en plein centre - room in downtown.","Private room",2019-04-18,2019-05-23,33692594,242560216,NA,NA,24661848,FALSE,NA,6,18,162,FALSE,FALSE,FALSE,c(611960.908949752, 5041863.50608626),FALSE,TRUE,12
"790","ab-33714205","Unique apartment","Entire home/apt",2019-04-22,2019-05-23,33714205,212341998,NA,NA,24661958,FALSE,NA,2,18,186,FALSE,FALSE,FALSE,c(610878.583138135, 5041485.317599),FALSE,TRUE,8
"791","ab-33718742","NEW - Spacious and Bright 4BR - Downtown!","Entire home/apt",2019-04-25,2019-05-23,33718742,253314456,NA,NA,24661944,FALSE,NA,0,7,0,FALSE,TRUE,FALSE,c(611564.107090149, 5040630.64724479),FALSE,FALSE,5
"792","ab-33720939","Great Montreal Apartment Mile end Ground floor","Entire home/apt",2019-04-22,2019-05-23,33720939,254199309,NA,NA,24661367,FALSE,NA,12,30,2104,FALSE,FALSE,FALSE,c(608487.926546422, 5042119.17368947),FALSE,TRUE,8
"793","ab-33736932","King suites","Entire home/apt",2019-04-22,2019-05-13,33736932,238094122,NA,NA,24661441,FALSE,NA,0,20,0,FALSE,FALSE,FALSE,c(610114.666412079, 5042810.98838298),FALSE,TRUE,8
"794","ab-33744007","Sunny Ghetto Apartment","Entire home/apt",2019-04-22,2019-05-23,33744007,254362514,NA,NA,24661278,FALSE,NA,14,15,806,FALSE,FALSE,FALSE,c(611292.673201829, 5040471.35220716),FALSE,TRUE,8
"795","ab-33749150","Bel appartement avec Terrasse privée","Entire home/apt",2019-04-20,2019-05-16,33749150,53631702,NA,NA,24661970,FALSE,NA,19,29,988,FALSE,TRUE,TRUE,c(610308.651218268, 5043949.05303608),FALSE,TRUE,10
"796","ab-33768458","Sunny apartment with balcony, Plateau (Montreal)","Entire home/apt",2019-04-22,2019-05-23,33768458,4365802,NA,NA,24661955,FALSE,NA,0,9,0,FALSE,FALSE,FALSE,c(610821.335615081, 5041674.34063989),FALSE,TRUE,8
"797","ab-33774731","ROBIN two bedroom + office in the plateau","Entire home/apt",2019-04-18,2019-05-23,33774731,156930047,NA,NA,24661905,FALSE,NA,28,30,2135,FALSE,TRUE,TRUE,c(610926.814505069, 5042600.82203383),FALSE,TRUE,12
"798","ab-33779545","Perfect Location Studio","Entire home/apt",2019-04-11,2019-05-16,33779545,253085586,NA,NA,24661376,FALSE,NA,19,30,774,FALSE,TRUE,FALSE,c(609379.36381565, 5042335.80956291),FALSE,FALSE,19
"799","ab-33779736","Chambre en ville","Entire home/apt",2019-04-22,2019-05-23,33779736,254638672,NA,NA,24661835,FALSE,NA,0,9,0,FALSE,FALSE,FALSE,c(610672.199870658, 5042245.14553249),FALSE,TRUE,8
"800","ab-33781036","like home","Entire home/apt",2019-04-22,2019-05-23,33781036,246913516,NA,NA,24661278,FALSE,NA,0,13,0,FALSE,FALSE,FALSE,c(611329.899492381, 5040443.118558),FALSE,TRUE,8
"801","ab-33782412","2 bedroom apart - Excellent location Le Plateau","Entire home/apt",2019-04-29,2019-05-22,33782412,93868080,NA,NA,24661889,FALSE,NA,0,20,0,FALSE,FALSE,FALSE,c(611929.044780134, 5042904.24803339),FALSE,TRUE,1
"802","ab-33784289","Cozy apartment near parc lafontaine","Entire home/apt",2019-04-17,2019-05-22,33784289,125913015,NA,NA,24661848,FALSE,NA,5,28,375,FALSE,FALSE,FALSE,c(611930.138657019, 5041792.94334231),FALSE,TRUE,13
"803","ab-33802302","(608) Studio Quartier des spectacles - Downtown","Entire home/apt",2019-04-22,2019-05-23,33802302,41426397,NA,NA,24661281,FALSE,NA,19,30,818,FALSE,TRUE,FALSE,c(611372.152341842, 5040483.8760307),FALSE,FALSE,8
"804","ab-33803523","Beautiful 6 1/2 in the Mile End/Plateau","Entire home/apt",2019-04-22,2019-04-25,33803523,203796146,NA,NA,24661367,FALSE,NA,0,13,0,FALSE,FALSE,FALSE,c(608705.333275128, 5042105.15865478),FALSE,TRUE,8
"805","ab-33807824","Petite chambre à 1 minute du métro Mont-Royal","Private room",2019-04-18,2019-05-23,33807824,44869259,NA,NA,24661906,FALSE,NA,14,26,454,FALSE,FALSE,FALSE,c(610792.744163871, 5042540.66246175),FALSE,TRUE,12
"806","ab-33830654","Charming Montreal Apt in the Heart of the Plateau","Entire home/apt",2019-04-22,2019-04-22,33830654,14238852,NA,NA,24661384,FALSE,NA,0,11,0,FALSE,FALSE,FALSE,c(609378.245728004, 5041683.45227495),FALSE,TRUE,8
"807","ab-33852458","Logement au cœur du Plateau avec grande terrasse","Entire home/apt",2019-04-22,2019-05-23,33852458,5871400,NA,NA,24661965,FALSE,NA,0,11,0,FALSE,FALSE,FALSE,c(610668.819191459, 5042038.38106371),FALSE,TRUE,8
"808","ab-33855427","BONHEUR","Entire home/apt",2019-04-22,2019-05-23,33855427,255606458,NA,NA,24661795,FALSE,NA,19,30,1065,FALSE,FALSE,FALSE,c(612365.585526726, 5042822.04116812),FALSE,TRUE,8
"809","ab-33860034","Enjoy the Trendy Mile End from this Modern condo","Entire home/apt",2019-04-22,2019-05-23,33860034,200396645,NA,NA,24661382,FALSE,NA,1,26,93,FALSE,TRUE,TRUE,c(609461.948321696, 5041856.05436616),FALSE,TRUE,8
"810","ab-33873957","Entire floor! Sleeps 18! 5 Aptms! 9 Beds! 5 Bathr","Entire home/apt",2019-04-22,2019-05-23,33873957,244166515,NA,NA,24663347,TRUE,378072850,17,30,11838,FALSE,TRUE,FALSE,c(611564.251378506, 5041149.63589555),FALSE,TRUE,8
"811","ab-33875628","Cozy downtown/plateau appartement","Entire home/apt",2019-04-17,2019-05-22,33875628,24743257,NA,NA,24661846,FALSE,NA,9,30,531,FALSE,TRUE,FALSE,c(611859.299682271, 5042172.86299475),FALSE,FALSE,13
"812","ab-33876898","Charming and bright room in the Plateau","Private room",2019-04-19,2019-05-24,33876898,90105094,NA,NA,24661800,FALSE,NA,17,30,629,FALSE,FALSE,FALSE,c(612085.254522225, 5043210.43161998),FALSE,TRUE,11
"813","ab-33879095","Grande chambre et salle de bain privatisée","Private room",2019-04-22,2019-04-22,33879095,44858422,NA,NA,24661883,FALSE,NA,0,13,0,FALSE,FALSE,FALSE,c(612080.170279449, 5042227.92864632),FALSE,TRUE,8
"814","ab-33879574","Appartement lumineux Laurier Plateau Mile End","Entire home/apt",2019-04-22,2019-05-23,33879574,20119208,NA,NA,24661437,FALSE,NA,0,12,0,FALSE,TRUE,FALSE,c(610041.050101518, 5042688.56240449),FALSE,FALSE,8
"815","ab-33885084","Grande et jolie chambre double sur le plateau","Private room",2019-04-18,2019-05-07,33885084,255898137,NA,NA,24661804,FALSE,NA,0,13,0,FALSE,FALSE,FALSE,c(611931.47134275, 5043424.39182068),FALSE,TRUE,12
"816","ab-33896055","Your own little apartment in Montreal","Private room",2019-04-17,2019-05-22,33896055,59156653,NA,NA,24661881,FALSE,NA,13,30,585,FALSE,FALSE,FALSE,c(612231.846301092, 5042875.2114603),FALSE,TRUE,13
"817","ab-33897458","The Mile End Sweet
Brand new freshly renovated","Entire home/apt",2019-04-29,2019-05-22,33897458,82882896,NA,NA,24661364,FALSE,NA,4,26,516,FALSE,TRUE,TRUE,c(608359.73891454, 5042259.2034879),FALSE,TRUE,1
"818","ab-33900877","Super cheerful & bright apartment at La Fontaine","Private room",2019-04-18,2019-05-15,33900877,93516376,NA,NA,24661883,FALSE,NA,0,14,0,FALSE,FALSE,FALSE,c(612095.329099519, 5042516.03292054),FALSE,TRUE,12
"819","ab-33902848","Comfortable room at La Fontaine Parc","Private room",2019-04-17,2019-05-14,33902848,93516376,NA,NA,24661882,FALSE,NA,0,16,0,FALSE,FALSE,FALSE,c(612084.865892625, 5042576.96873423),FALSE,TRUE,13
"820","ab-33905702","PLATEAU MONT-ROYAL - Le ZENHOUSE 2","Entire home/apt",2019-04-29,2019-05-22,33905702,10492628,NA,NA,24661832,FALSE,NA,0,14,0,FALSE,TRUE,TRUE,c(610639.632409747, 5042541.29216375),FALSE,TRUE,1
"821","ab-33909427","Cozy space super close to McGill University!","Entire home/apt",2019-04-18,2019-04-22,33909427,75137596,NA,NA,24661278,FALSE,NA,17,30,490,FALSE,FALSE,FALSE,c(610993.549933893, 5040507.17084566),FALSE,TRUE,12
"822","ab-33914595","Magnifique studio au coeur du plateau mont Royale","Entire home/apt",2019-04-18,2019-04-22,33914595,233244557,NA,NA,24661851,FALSE,NA,0,14,0,FALSE,FALSE,FALSE,c(612103.620347453, 5041964.96393948),FALSE,TRUE,12
"823","ab-33930572","Bright apartment in ghetto","Entire home/apt",2019-04-29,2019-05-22,33930572,256221429,NA,NA,24661278,FALSE,NA,5,22,188,FALSE,FALSE,FALSE,c(611169.449798408, 5040458.05398478),FALSE,TRUE,1
"824","ab-33930776","2 x Large Bedrooms, Private Floor, Hammam, Parking","Private room",2019-04-18,2019-05-23,33930776,121034019,NA,NA,24661415,FALSE,NA,13,30,1742,FALSE,FALSE,FALSE,c(609845.766125297, 5041396.0166213),FALSE,TRUE,12
"825","ab-33932810","All New Great Location! 3Bdr | Plateau Mont Royal","Entire home/apt",2019-04-29,2019-05-22,33932810,34663503,NA,NA,24661821,FALSE,NA,1,16,51,FALSE,TRUE,FALSE,c(610757.379016348, 5043613.57104986),FALSE,FALSE,1
"826","ab-33935482","Chambre en location","Private room",2019-04-17,2019-05-22,33935482,21158724,NA,NA,24661795,FALSE,NA,13,30,247,FALSE,FALSE,FALSE,c(612345.583355315, 5043022.83297489),FALSE,TRUE,13
"827","ab-33939230","Cozy and cute downtown montreal","Entire home/apt",2019-04-19,2019-04-30,33939230,81175099,NA,NA,24661270,FALSE,NA,9,30,418,FALSE,FALSE,FALSE,c(611529.006823214, 5040671.14181919),FALSE,TRUE,11
"828","ab-33942229","Family dream house","Entire home/apt",2019-04-29,2019-05-22,33942229,17197131,NA,NA,24661417,FALSE,NA,0,15,0,FALSE,TRUE,FALSE,c(610106.377017984, 5041592.84398934),FALSE,FALSE,1
"829","ab-33943611","Large one bedroom in downtown Montreal","Entire home/apt",2019-04-18,2019-05-24,33943611,256320353,NA,NA,24661944,FALSE,NA,14,29,739,FALSE,FALSE,FALSE,c(611216.796511533, 5040652.26233865),FALSE,TRUE,12
"830","ab-33944800","Beautiful Apartment in the HEART OF DOWNTOWN","Entire home/apt",2019-04-28,2019-05-21,33944800,39826208,NA,NA,24661283,FALSE,NA,15,30,850,FALSE,TRUE,FALSE,c(611658.484069166, 5040113.34068715),FALSE,FALSE,2
"831","ab-33948750","Bright/Spacious 3BR: Downtown!","Entire home/apt",2019-04-29,2019-05-22,33948750,253314456,NA,NA,24661271,FALSE,NA,0,16,0,FALSE,TRUE,FALSE,c(611531.252978694, 5040764.53253068),FALSE,FALSE,1
"832","ab-33958060","3 bedrooms in the heart of the plateau mt-royal","Entire home/apt",2019-04-29,2019-05-22,33958060,13557435,NA,NA,24661954,FALSE,NA,13,30,1456,FALSE,TRUE,TRUE,c(611107.348773384, 5041713.85298832),FALSE,TRUE,1
"833","ab-33960298","4 bedrooms in the heart of plateau mt-royal","Entire home/apt",2019-04-29,2019-05-22,33960298,13557435,NA,NA,24661954,FALSE,NA,13,30,1937,FALSE,TRUE,FALSE,c(611082.620181264, 5041786.76183344),FALSE,FALSE,1
"834","ab-33967188","Chambre charmante - Emplacement idéal","Private room",2019-04-29,2019-05-22,33967188,7015186,NA,NA,24661438,FALSE,NA,1,5,37,FALSE,TRUE,FALSE,c(610141.000384619, 5042601.41273214),FALSE,TRUE,1
"835","ab-33969631","Stylish 4 Bedroom In the Heart of Downtown","Entire home/apt",2019-04-29,2019-05-22,33969631,255265728,NA,NA,24661279,FALSE,NA,0,16,0,FALSE,FALSE,FALSE,c(611276.468099131, 5040327.70487663),FALSE,TRUE,1
"836","ab-33975931","Forest by the Ocean Entire Apartment @ DT Montreal","Entire home/apt",2019-04-29,2019-05-22,33975931,24519476,NA,NA,24661279,FALSE,NA,0,17,0,FALSE,FALSE,FALSE,c(611371.79728551, 5040503.87343827),FALSE,TRUE,1
"837","ab-33987748","Studio au coeur du plateau","Entire home/apt",2019-04-29,2019-05-22,33987748,256630780,NA,NA,24661442,FALSE,NA,7,30,279,FALSE,FALSE,FALSE,c(609981.668977683, 5042823.10043538),FALSE,TRUE,1
"838","ab-33995115","Cosy apartment Heart of DOWNTOWN","Entire home/apt",2019-04-29,2019-05-22,33995115,39826208,NA,NA,24661280,FALSE,NA,0,17,0,FALSE,TRUE,TRUE,c(611383.1435472, 5040172.9024097),FALSE,TRUE,1
"839","ab-33997699","Petite chambre cosy - lit double","Private room",2019-04-25,2019-05-22,33997699,255688289,NA,NA,24661437,FALSE,NA,20,21,420,FALSE,FALSE,FALSE,c(609985.468972142, 5042562.00857382),FALSE,TRUE,5
"840","ab-33998074","Studio au centre ville au 30ème étage","Entire home/apt",2019-04-25,2019-05-22,33998074,59525387,NA,NA,24661943,FALSE,NA,0,19,0,FALSE,TRUE,TRUE,c(611250.468949262, 5040736.20825452),FALSE,TRUE,5
"841","ab-33998138","FM6 McGill/UQAM month-to-month Roommates","Private room",2019-04-29,2019-05-22,33998138,83790158,NA,NA,24661940,FALSE,NA,0,18,0,FALSE,TRUE,FALSE,c(611367.343075053, 5040842.74622875),TRUE,FALSE,1
"842","ab-34001991","Superbe condo lumineux vue magnifique sur Montréal","Entire home/apt",2019-04-29,2019-05-22,34001991,24426320,NA,NA,24661900,FALSE,NA,0,25,0,FALSE,FALSE,FALSE,c(611034.43035141, 5042522.71233733),FALSE,TRUE,1
"843","ab-34011715","Spacious & Bright Apartment in Mile End/Plateau","Entire home/apt",2019-04-29,2019-05-22,34011715,3238424,NA,NA,24661421,FALSE,NA,0,18,0,FALSE,FALSE,FALSE,c(610125.395724903, 5041710.97703138),FALSE,TRUE,1
"844","ab-34015712","Chambre au coeur du Mile-End","Private room",2019-04-24,2019-05-22,34015712,160310045,NA,NA,24661390,FALSE,NA,0,22,0,FALSE,FALSE,FALSE,c(608915.040101997, 5041949.88159159),FALSE,TRUE,6
"845","ab-34017991","Petite chambre entre Plateau et Mile-End","Private room",2019-04-29,2019-05-14,34017991,256855411,NA,NA,24661428,FALSE,NA,11,30,407,FALSE,FALSE,FALSE,c(609900.439529903, 5041842.61003895),FALSE,TRUE,1
"846","ab-34021772","En plein coeur du plateau","Private room",2019-04-25,2019-05-22,34021772,256888509,NA,NA,24661949,FALSE,NA,18,28,450,FALSE,FALSE,FALSE,c(611135.320022366, 5041634.33379297),FALSE,TRUE,5
"847","ab-34023328","Downtown Vacation Apt","Entire home/apt",2019-04-29,2019-05-22,34023328,164179061,NA,NA,24661283,FALSE,NA,9,30,382,FALSE,TRUE,FALSE,c(611502.282280359, 5040328.38070041),FALSE,FALSE,1
"848","ab-34035324","Calme et dans le centre","Private room",2019-04-28,2019-05-21,34035324,38337674,NA,NA,24661434,FALSE,NA,8,29,188,FALSE,FALSE,FALSE,c(609722.466405319, 5042236.23076539),FALSE,TRUE,2
"849","ab-34037050","A reliable  2 bedroom downtown apartment wants you","Entire home/apt",2019-04-29,2019-05-22,34037050,256344010,NA,NA,24661269,FALSE,NA,0,21,0,FALSE,FALSE,FALSE,c(611570.01365347, 5040957.48011851),FALSE,TRUE,1
"850","ab-34041913","Semi-private bedroom @ funky triplex w/parking $","Private room",2019-04-25,2019-05-18,34041913,243529255,NA,NA,24661798,FALSE,NA,3,29,66,FALSE,FALSE,FALSE,c(611954.10584703, 5043119.18145255),FALSE,TRUE,5
"851","ab-34059978","Cozy Single Apartment for the Summer","Entire home/apt",2019-04-29,2019-05-22,34059978,171516726,NA,NA,24663249,FALSE,NA,0,20,0,FALSE,FALSE,FALSE,c(611361.054438253, 5040404.77547835),FALSE,TRUE,1
"852","ab-34060892","Le Chaleureux logement lumineux du plateaux","Private room",2019-04-25,2019-05-03,34060892,63289832,NA,NA,24662031,FALSE,NA,0,20,0,FALSE,FALSE,FALSE,c(610787.450111466, 5043679.67046901),FALSE,TRUE,5
